0	1
-81.8925	29.37833333
-103.58666667	43.62833333
-93.06666667	31.43333333
-89.27666667	31.02833333
-89.03333333	31.05166667
-89.025	31.05666667
-89.08833333	31.04166667
-88.94	30.55166667
-89.25	34.655
-89.20833333	34.675
-93.26333333	35.73166667
-93.17	35.71888889
-93.35527778	35.88
-93.05166667	35.87
-90.62333333	34.615
-90.61833333	34.61
-92.305	36.00166667
-81.95	35.89166667
-103.22333333	43.02166667
-88.64166667	37.50833333
-89.36333333	37.21638889
-103.675	44.30833333
-83.64666667	37.08166667
-83.56833333	37.06833333
-83.54333333	37.03833333
-88.47	37.46666667
-89.40333333	37.70833333
-79.89166667	33.18
-83.37166667	34.89166667
-83.41333333	34.71333333
-83.40833333	34.70833333
-83.95	34.94833333
-83.34166667	34.60666667
-94.61666667	34.69666667
-94.60833333	34.73055556
-94.71333333	34.65666667
-94.53333333	33.725
-94.095	34.73888889
-94.49666667	34.70666667
-93.46833333	34.86166667
-94.16666667	34.40166667
-93.30666667	34.89666667
-115.1	48.87166667
-115.065	48.91833333
-106.49166667	39.6
-92.67	31.25166667
-92.35	31.43333333
-92.58833333	31.08833333
-92.48333333	31.66666667
-92.65333333	31.07
-92.65333333	31.13666667
-93.155	31
-92.40805556	31.55
-93.06666667	31.43333333
-93.005	31.03333333
-92.55	31.63333333
-92.53333333	31.6
-83.85833333	35.21833333
-84.09333333	35.11333333
-83.62333333	35.05333333
-83.27666667	35.02666667
-83.33833333	35.02166667
-83.88666667	35.09
-81.64166667	35.995
-81.80166667	35.88833333
-82.25166667	35.655
-81.625	35.96833333
-82.25333333	35.645
-81.75833333	35.75666667
-81.87666667	29.21666667
-84.41333333	30.39833333
-81.54833333	29.16694444
-81.57833333	29.165
-81.86333333	29.125
-81.57833333	29.00333333
-81.57166667	28.99833333
-81.69333333	29.07666667
-81.58	29.15
-82.6	30.30666667
-81.83	29.04833333
-81.59333333	28.96333333
-89.385	37.19416667
-83.69333333	35.25666667
-92.38333333	31.53333333
-88.69166667	37.50333333
-88.69333333	37.50666667
-88.56333333	37.225
-88.56333333	37.225
-88.56333333	37.225
-83.87	37.07
-83.86333333	37.07666667
-83.57166667	37.82333333
-83.58166667	37.23666667
-83.73333333	37
-83.26	37.03
-83.72333333	36.99666667
-83.56666667	37.11666667
-83.37333333	38.235
-83.405	38.025
-83.84833333	37.07666667
-84.42	36.75333333
-84.24833333	37.28666667
-84.25333333	36.92166667
-84.16	37.27666667
-84.245	37.275
-84.19166667	36.91833333
-84.22333333	37.30333333
-84.26166667	37.415
-84.17666667	37.33833333
-83.96333333	37.48
-84.175	37.335
-84.17833333	37.34166667
-118.47666667	35.96
-92.66666667	31.25
-92.38333333	31.53333333
-92.83666667	32
-93.11666667	30.92305556
-92.96666667	31.46666667
-83.68	37.83666667
-83.615	37.82166667
-83.65833333	37.79666667
-83.85333333	37.64666667
-83.465	38.05833333
-92.83	31.81333333
-92.74805556	31.3
-92.55833333	31.08333333
-92.52083333	31.05833333
-92.6	31.64111111
-121.54444444	44.27555556
-121.545	44.275
-84.48666667	36.77666667
-84.40666667	36.77666667
-84.33833333	36.73666667
-84.70166667	34.71833333
-85.23333333	34.55
-83.42166667	34.86
-83.76666667	34.86666667
-83.54333333	34.88166667
-83.37333333	34.87
-83.38333333	34.84333333
-84.675	34.73333333
-94.37833333	35.675
-90.705	34.71166667
-84.08333333	34.76666667
-83.92	37.75333333
-83.335	38.21833333
-93.53111111	35.18666667
-93.345	35.78666667
-94.05333333	35.735
-92.30666667	36.00666667
-93.935	35.655
-84.54666667	36.95833333
-92.145	35.95222222
-93.45861111	35.665
-93.47166667	35.665
-93.91666667	35.81027778
-92.99777778	35.715
-93.71527778	35.76833333
-92.35	35.98833333
-92.37	36.02416667
-92.61	31.22
-93.1625	31.375
-122.69666667	41.06666667
-121.95	41.26333333
-122.26	40.87
-121.87666667	44.805
-93.06944444	35.45888889
-92.33666667	36.05333333
-92.33166667	36.04833333
-92.31833333	36.11
-94.05666667	35.64555556
-103.44666667	43.93333333
-103.44666667	43.93333333
-103.46666667	43.97666667
-103.40666667	43.96166667
-103.40666667	43.99166667
-115.02333333	48.87333333
-115.055	48.99666667
-114.935	48.83833333
-115.00666667	48.855
-115.125	48.86166667
-115.20666667	48.99666667
-118.62166667	34.49333333
-118.68666667	34.56666667
-118.8	34.68166667
-118.68666667	34.57166667
-117.65666667	34.23666667
-117.83666667	34.28333333
-118.00166667	34.31833333
-118.46	34.685
-117.63333333	34.255
-117.835	34.3
-118.49166667	34.475
-117.98333333	34.165
-118.365	34.43333333
-118.79833333	34.71666667
-118.29166667	34.28333333
-118.63333333	34.51666667
-118.45666667	34.67833333
-117.80833333	34.23833333
-117.66666667	34.21666667
-118.34666667	34.34
-118.10166667	34.25833333
-118.18666667	34.23666667
-116.54833333	32.84666667
